#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_agricento;Agrigentum;;;;;;;;;;;;;x
b_aix;Aquae;;;;;;;;;;;;;x
b_algiers;Caesarea;;;;;;;;;;;;;x
b_annabah;Hippo Regius;;;;;;;;;;;;;x
b_avellino;Abellinum;;;;;;;;;;;;;x
b_azeffoun;Ruzasus;;;;;;;;;;;;;x
b_bari;Barium;;;;;;;;;;;;;x
b_baza;Basti;;;;;;;;;;;;;x
b_bejaija;Saldae;;;;;;;;;;;;;x
b_benevento;Benevento;;;;;;;;;;;;;x
b_bitburg;Beda;;;;;;;;;;;;;x
b_bizerte;Zarytus;;;;;;;;;;;;;x
b_cadiz;Gades;;;;;;;;;;;;;x
b_cagliari;Calaris;;;;;;;;;;;;;x
b_chester-le-street;Concagnis;;;;;;;;;;;;;x
b_chieti;Teate;;;;;;;;;;;;;x
b_cordoba;Corduba;;;;;;;;;;;;;x
b_gabes;Tacapes;;;;;;;;;;;;;x
b_gafsa;Capsa;;;;;;;;;;;;;x
b_granada;Granada;;;;;;;;;;;;;x
b_hijar;Ars;;;;;;;;;;;;;x
b_huelva;Onuba;;;;;;;;;;;;;x
b_huesca;Osca;;;;;;;;;;;;;x
b_jaen;Gaiena;;;;;;;;;;;;;x
b_kelibia;Clupea;;;;;;;;;;;;;x
b_liege;Legia;;;;;;;;;;;;;x
b_mahdia;Africa;;;;;;;;;;;;;x
b_mazara;Mazaria;;;;;;;;;;;;;x
b_medellin;Metellinum;;;;;;;;;;;;;x
b_medjerda;Bagrada;;;;;;;;;;;;;x
b_melilla;Rusadir;;;;;;;;;;;;;x
b_mertola;Myrtilis;;;;;;;;;;;;;x
b_messina;Messana;;;;;;;;;;;;;x
b_monastir;Ruspinum;;;;;;;;;;;;;x
b_msaken;Horrea Caelia;;;;;;;;;;;;;x
b_napoli;Neapolis;;;;;;;;;;;;;x
b_niebla;Illipia;;;;;;;;;;;;;x
b_oran;Portus Magnus;;;;;;;;;;;;;x
b_otranto;Hydruntum;;;;;;;;;;;;;x
b_palencia;Pallantia;;;;;;;;;;;;;x
b_palermo;Palermo;;;;;;;;;;;;;x
b_pescara;Aternum;;;;;;;;;;;;;x
b_salamanca;Salamantica;;;;;;;;;;;;;x
b_sevilla;Hispalis;;;;;;;;;;;;;x
b_sfax;Thaenae;;;;;;;;;;;;;x
b_siguenza;Segontia;;;;;;;;;;;;;x
b_sousse;Hadrumetum;;;;;;;;;;;;;x
b_syracusa;Syracusæ;;;;;;;;;;;;;x
b_tarazona;Turiaso;;;;;;;;;;;;;x
b_teramo;Interamnia;;;;;;;;;;;;;x
b_tigzirt;Iomnium;;;;;;;;;;;;;x
b_trapani;Drepanum;;;;;;;;;;;;;x
b_trier;Trier;;;;;;;;;;;;;x
b_urgell;Orgellis;;;;;;;;;;;;;x
PROV21;Glevum;;;;;;;;;;;;;x
PROV23;Sarum;;;;;;;;;;;;;x
